numasuite_sku,current_shopify_sku,proposed_sku,match_method,confidence,numasuite_title,shopify_title,numasuite_ean,shopify_barcode,needs_review,review_reason
125430220/0,R210,125430220/0,tfidf+rapidfuzz,34.56,SPRING - GEARBOX,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 34.6 < 85.0
125430263/0,TG561-SWT,125430263/0,tfidf+rapidfuzz,38.95,SEAT SWITCH SPRING,Spectrum TG561-SWT Self Propelled Wheeled Trimmer,,5065022450511,yes,no NumaSuite EAN; title score 39.0 < 85.0
125430264/1,R210,125430264/1,tfidf+rapidfuzz,38.36,SEAT SPRING,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 38.4 < 85.0
125463200/0,STIG-290802030/16,125463200/0,tfidf+rapidfuzz,73.65,BLADE BOSS,Stiga Front Blade for SWS 800 G Self-Propelled Sweeper | 290802030/16,,8008984640542,yes,no NumaSuite EAN; title score 73.6 < 85.0
125510056/1,STIG-2F5820425/ST1,125510056/1,tfidf+rapidfuzz,67.23,DECK HANGER - FRONT RIGHT,Stiga Park 300 RC Front-Cut Ride-On Lawnmower (Inc. 95cm Electric-Lift Deck),,0,yes,no NumaSuite EAN; title score 67.2 < 85.0
125510068/0,DCT38M-RDM,125510068/0,tfidf+rapidfuzz,33.23,FULCRUM PIN,"Spectrum DCT38M-RDM  38"" Lawn Tractor with Manual Drive",,5065022450603,yes,no NumaSuite EAN; title score 33.2 < 85.0
125601554/0,CP-JERRYCAN5|L,125601554/0,tfidf+rapidfuzz,72.79,PLASTIC PULLEY,5 Litre Green Plastic Jerry Can for Fuel - Petrol Can,,,yes,no NumaSuite EAN; title score 72.8 < 85.0
125601612/0,JR-PRT008,125601612/0,tfidf+rapidfuzz,59.44,PLASTIC DRIVE PULLY [NTN BEARING] -1330M - 1538H,SAFETY GLASSES PLASTIC,,,yes,no NumaSuite EAN; title score 59.4 < 85.0
125795001/1,JR-CARB0001,125795001/1,tfidf+rapidfuzz,60.2,FUEL TANK CAP,FUEL PIPE INNER DIAMETER 6.35MM OUTER 12.7MM L30CM,,3760011420552,yes,no NumaSuite EAN; title score 60.2 < 85.0
125840011/1,SVC-PUNCTURE-PREV,125840011/1,tfidf+rapidfuzz,39.19,LOCKING RUBBER TIE,Pre-delivery Puncture Prevention Service,,,yes,no NumaSuite EAN; title score 39.2 < 85.0
127034091/0,2T2010483/M25,127034091/0,tfidf+rapidfuzz,51.68,GEAR ROD - 66RDB - 827H,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 51.7 < 85.0
127510126/0,SBS40CB,127510126/0,tfidf+rapidfuzz,35.33,PIN BOLT,Spectrum SBS40CB 40V 4.0Ah Lithium-Ion Battery Pack,,5065022450689,yes,no NumaSuite EAN; title score 35.3 < 85.0
127604015/0,HF2625HTEH,127604015/0,tfidf+rapidfuzz,42.25,TRACTION PULLEY,Honda HF 2625 HTE Premium Lawn Tractor,,,yes,no NumaSuite EAN; title score 42.2 < 85.0
127840058/2,C-HRTF220,127840058/2,tfidf+rapidfuzz,43.14,TIE ROD,Feider HRTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,,3661602049346,yes,no NumaSuite EAN; title score 43.1 < 85.0
13-3902-11,STIG-13-3902-11,13-3902-11,tfidf+rapidfuzz,98.5,STIGA FLAIL MOWER ATTACHMENT (WITH ELECTRIC HEIGHT ADJUSTMENT) FOR PARK FRONT CUT RIDE ON MOWERS,Stiga Flail-Mower Attachment (with Electric Height-Adjustment) for Park Front-Cut Ride-On Mowers | 13-3902-11,,7313321306663,yes,no NumaSuite EAN
13-3906-11,STIG-13-3906-11,13-3906-11,tfidf+rapidfuzz,86.98,STIGA 100KG CAPACITY GALVANISED STEEL TRAILER,Stiga 100kg-Capacity Professional Galvanised-Steel Cart | 13-3906-11,,7313321307844,yes,no NumaSuite EAN
130150050-0001,CS-3410,130150050-0001,tfidf+rapidfuzz,35.71,CONN ROD ASSEMBLY,Echo CS-3410 Petrol 2-Stroke Chainsaw,,,yes,no NumaSuite EAN; title score 35.7 < 85.0
131-9683-03,JR-LTD0016,131-9683-03,tfidf+rapidfuzz,62.82,GENUINE TORO RECYCLER BLADE,MOWER BLADE TORO 50CM 112-8841-03 FITS 29639 29642 29643,,3760011422556,yes,no NumaSuite EAN; title score 62.8 < 85.0
1315,LFP-553HWS,1315,tfidf+rapidfuzz,73.59,"COBRA, DANARM, LAWNFLITE PRO 21"" BLADE""","Lawnflite-Pro 553HWS Professional Self-Propelled Petrol Lawnmower (with 2-Speed Drive, Blade-Brake Clutch & Honda Engine)",,,yes,no NumaSuite EAN; title score 73.6 < 85.0
133-8183-03,JR-LTD0011,133-8183-03,tfidf+rapidfuzz,58.4,"BLADE RECYCLING 21""""",MOWER BLADE MULCHING 81004146/0 L476MM BORE 18.3MM SPA 65MM,,3760011422518,yes,no NumaSuite EAN; title score 58.4 < 85.0
135061407/1,2T2010483/M25,135061407/1,tfidf+rapidfuzz,40.31,TRANSMISSION BELT AX31 - 1228H - 1328H [A31],Mountfield 1330M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 40.3 < 85.0
135061423/0G,DCT38M-RDM,135061423/0G,tfidf+rapidfuzz,58.06,DECK DRIVE BELT A49 [GATES] - 1328H,"Spectrum DCT38M-RDM  38"" Lawn Tractor with Manual Drive",,5065022450603,yes,no NumaSuite EAN; title score 58.1 < 85.0
135061428/0,2T2010483/M25,135061428/0,tfidf+rapidfuzz,56.43,DECK DRIVE BELT A41 - 827M - 66MQ,Mountfield 1330M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 56.4 < 85.0
135061430/0,2T2010483/M25,135061430/0,tfidf+rapidfuzz,54.36,TRANSMISSION BELT A35 1/2,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 54.4 < 85.0
135061504/0,MF-2T0620483/M25,135061504/0,tfidf+rapidfuzz,57.01,TRAPEZOIDAL BELT A77 - 1538H-SD,Mountfield 1538H-SD Side-Discharge Lawn Tractor with Hydrostatic Drive,,8008984869110,yes,no NumaSuite EAN; title score 57.0 < 85.0
135061508/0,DCT38M-RDM,135061508/0,tfidf+rapidfuzz,61.21,DECK DRIVE BELT- 1330M (AA SECTION),"Spectrum DCT38M-RDM  38"" Lawn Tractor with Manual Drive",,5065022450603,yes,no NumaSuite EAN; title score 61.2 < 85.0
135061509/0,MF-2T2630483/M22,135061509/0,tfidf+rapidfuzz,65.71,DECK DRIVE BELT AA96 - 1538H - 1638H TWIN,Mountfield 1638H Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,,8008984851542,yes,no NumaSuite EAN; title score 65.7 < 85.0
135062014/0,MF-2T0510483/M25,135062014/0,tfidf+rapidfuzz,59.0,TRANSMISSION BELT A97 EPDM - 1538M-SD,Mountfield 1538M-SD Side-Discharge Lawn Tractor with Manual Drive,,8008984869103,yes,no NumaSuite EAN; title score 59.0 < 85.0
135062018/0,2T2010483/M25,135062018/0,tfidf+rapidfuzz,45.57,TRANSMISSION BELT A98 [MEGADYNE] - 1330M -1530M,Mountfield 1330M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 45.6 < 85.0
135062019/0,SBS560CHT-KIT,135062019/0,tfidf+rapidfuzz,50.77,TRANSMISSION BELT A96 1/2 [HYDRO-GEAR] - 1436H - 1540H,Spectrum SBS560CHT 40V Cordless Hedge Trimmer — Complete Kit (2.0Ah Battery + Charger),,5061122340165,yes,no NumaSuite EAN; title score 50.8 < 85.0
135062020/1,2T2010483/M25,135062020/1,tfidf+rapidfuzz,40.02,TRANSMISSION BELT 4L 980 [MEGADYNE] - 1538H - 1430H [A96],Mountfield 1330M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 40.0 < 85.0
135062813/1,STIG-2T0985481/ST1,135062813/1,tfidf+rapidfuzz,60.74,DECK DRIVE BELT B55 K - ESTATE 5102 HW,Stiga Estate 9102 WX 4WD Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,,,yes,no NumaSuite EAN; title score 60.7 < 85.0
135063710/0,TG45SC,135063710/0,tfidf+rapidfuzz,28.02,BELT Z25,"Spectrum TG45SC Petrol Scarifier & Aerator — 223cc, 45cm, 2-in-1",,5061122340127,yes,no NumaSuite EAN; title score 28.0 < 85.0
135063900/0,R210,135063900/0,tfidf+rapidfuzz,38.61,TRAPEZOIDAL BELT Z28,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 38.6 < 85.0
135064394/0,19158015,135064394/0,tfidf+rapidfuzz,51.85,V-BELT FITS SP5555V,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 51.9 < 85.0
135065605/0,FAJ240P,135065605/0,tfidf+rapidfuzz,56.56,DOUBLE TOOTHED DECK BELT 102CM - 1440H - 1540H,Feider Premium Metal Garden Legacy Apex Shed  2.4 m² - Double side roof ( FAJ240P),,3661602026354,yes,no NumaSuite EAN; title score 56.6 < 85.0
137-7040,SVC-PUNCTURE-PREV,137-7040,tfidf+rapidfuzz,43.63,TENSIONER SPRING,Pre-delivery Puncture Prevention Service,,,yes,no NumaSuite EAN; title score 43.6 < 85.0
1401046,17338046,1401046,tfidf+rapidfuzz,55.2,STEERING RACK    FITS FRT7550,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 55.2 < 85.0
1401099,17338046,1401099,tfidf+rapidfuzz,56.3,STEERING PINION GEAR     FITS FRT7550M,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 56.3 < 85.0
14330033,OLY-64-398,14330033,tfidf+rapidfuzz,73.65,LOWER HANDLE,"Big MUTT Pro with 9""x7"" Blade and 64"" Steel Handle",,,yes,no NumaSuite EAN; title score 73.6 < 85.0
14330048,STIG-278131808/St1,14330048,tfidf+rapidfuzz,60.53,COIL AND LEAD    FITS FAST175,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 60.5 < 85.0
147-2924,ACC-DEFL-84CM,147-2924,tfidf+rapidfuzz,42.87,TORO CUTTING BELT,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 42.9 < 85.0
15106000,ECH-LC-3604,15106000,tfidf+rapidfuzz,97.0,BATTERY CHARGER,Echo LC-3604 40v Battery Charger,,4934110780094,yes,no NumaSuite EAN
15301010,FAA008,15301010,tfidf+rapidfuzz,80.21,AIR FILTER    FITS FST212,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton,,3760011421481,yes,no NumaSuite EAN; title score 80.2 < 85.0
15336010,ST-FR460-TC-FEM,15336010,tfidf+rapidfuzz,58.84,ENGINE HOOD FTDT5070,STIHL FR460 TC-FEM Backpack Brushcutter with Self-Tuning Engine & Electro-Start,,,yes,no NumaSuite EAN; title score 58.8 < 85.0
16100-Z0L-023,MF-SP555V,16100-Z0L-023,tfidf+rapidfuzz,50.43,"Honda GC135, GC160, GCV135, GCV160 Carburettor",Mountfield SP555-V 3-in-1 Variable-Speed Petrol Lawnmower (with Honda Engine),,,yes,no NumaSuite EAN; title score 50.4 < 85.0
16100-ZM1-825,MF-281320003/21,16100-ZM1-825,tfidf+rapidfuzz,53.21,Genuine Honda GCV135 Carburettor Assy,Mountfield BC 435 H 4-Stroke Petrol Brushcutter (Honda Engine),,8008984840508,yes,no NumaSuite EAN; title score 53.2 < 85.0
16260Z02011000,FST212-RTN,16260Z02011000,tfidf+rapidfuzz,40.23,MUFFLER INSULATION,Feider FST212 Petrol Lawn Scarifier - RTN,,3661602022424,yes,no NumaSuite EAN; title score 40.2 < 85.0
16330011,FAA008,16330011,tfidf+rapidfuzz,76.65,AIR FILTER   FITS RAC5675ES,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton,,3760011421481,yes,no NumaSuite EAN; title score 76.7 < 85.0
16334083,HAN-HP-140,16334083,tfidf+rapidfuzz,72.92,ENGINE PULLY,Handy 600ml SAE30 Lawnmower Engine-Oil,,0000,yes,no NumaSuite EAN; title score 72.9 < 85.0
1673,TG480RTTR,1673,tfidf+rapidfuzz,37.77,"WALBRO WA, WT, WYJ, WYL Primer Bulb (ID 14mm, OD 16mm, H 14mm, Lip 18mm)","Spectrum TG480RTTR Rear-Tine Petrol Cultivator — 211cc, 48cm Working Width",,5061122340196,yes,no NumaSuite EAN; title score 37.8 < 85.0
1696908,SIMP-1694958,1696908,tfidf+rapidfuzz,64.53,"MULCH KIT - 52""      FITS SZT350""",Simplicity Mulch-Kit for Broadmoor SLT300 (1694958),,,yes,no NumaSuite EAN; title score 64.5 < 85.0
1703836SM,AP-985000000,1703836SM,tfidf+rapidfuzz,64.06,Genuine Briggs & Stratton Beltarbor Drie 50 V,Apache RTT3 Two-Wheel Rear-Tine Rotary Cultivator (Briggs & Stratton Engine),,8025004012967,yes,no NumaSuite EAN; title score 64.1 < 85.0
1707740SM,R210,1707740SM,tfidf+rapidfuzz,38.66,BELT - PTO,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 38.7 < 85.0
17094037,FST212-RTN,17094037,tfidf+rapidfuzz,60.81,LAUNCH BELL   FST212,Feider FST212 Petrol Lawn Scarifier - RTN,,3661602022424,yes,no NumaSuite EAN; title score 60.8 < 85.0
17150-Z03011-00,FAA008,17150-Z03011-00,tfidf+rapidfuzz,67.92,SUBARU 173CC AIR FILTER,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton,,3760011421481,yes,no NumaSuite EAN; title score 67.9 < 85.0
17210-Z1T-621,FAA008,17210-Z1T-621,tfidf+rapidfuzz,67.17,GENUINE HONDA AIR FILTER,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton,,3760011421481,yes,no NumaSuite EAN; title score 67.2 < 85.0
17210-ZE1-505,JR-FAA001,17210-ZE1-505,tfidf+rapidfuzz,72.32,"HONDA GX140, GX160, GX200 PRO AIR FILTER",AIR FILTER JR-FAA001,,,yes,no NumaSuite EAN; title score 72.3 < 85.0
17210-ZE6-305,JR-FAA0004,17210-ZE6-305,tfidf+rapidfuzz,79.95,AIR FILTER     HONDA,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN; title score 80.0 < 85.0
17211-ZE7-W03,JR-FAA0004,17211-ZE7-W03,tfidf+rapidfuzz,79.5,HONDA AIR FILTER,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN; title score 79.5 < 85.0
1721532SM,2T2010483/M25,1721532SM,tfidf+rapidfuzz,45.94,BELT 83.1,Mountfield 1330M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 45.9 < 85.0
1727407SM,SBS460CLM-BUNDLE,1727407SM,tfidf+rapidfuzz,43.74,BELT -                                              KEVLAR     BELTA109.5,"Spectrum 5-Piece Cordless Garden Tool Kit — Self-Propelled Mower, Hedge Trimmer, Pole Trimmer, Handy Mower & Blower Vac",,,yes,no NumaSuite EAN; title score 43.7 < 85.0
17282019,JR-LAN0004,17282019,tfidf+rapidfuzz,97.0,RECOIL,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN
17282021,TG561-SWT,17282021,tfidf+rapidfuzz,37.76,PRIMER BULB,Spectrum TG561-SWT Self Propelled Wheeled Trimmer,,5065022450511,yes,no NumaSuite EAN; title score 37.8 < 85.0
17299003,1330M-XDISP,17299003,tfidf+rapidfuzz,37.4,COIL AND LEAD,Mountfield T30M Rear-Collect Lawn Tractor with Manual Drive - Ex Demo,,8008984869042,yes,no NumaSuite EAN; title score 37.4 < 85.0
17338001,R210,17338001,tfidf+rapidfuzz,37.65,IGNITION COIL,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 37.6 < 85.0
17338009,STIG-294568038/ST2,17338009,tfidf+rapidfuzz,92.32,ENGINE BRAKE,Stiga Twinclip 955 B Self-Propelled Petrol Lawnmower with Blade-Brake Clutch & Honda Engine,,8008984852723,yes,no NumaSuite EAN
17338028,R210,17338028,tfidf+rapidfuzz,28.65,BELT,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 28.6 < 85.0
17338044,JR-LTD0015,17338044,tfidf+rapidfuzz,73.89,BLADE BOLT,BLADE TORO 55CM 108-9783-03 20655 20658 20954 20955 20956 58,,3760011422549,yes,no NumaSuite EAN; title score 73.9 < 85.0
17347033,DCT38H,17347033,tfidf+rapidfuzz,56.08,DRIVE SPROCKET SET - FTDT5096,"Spectrum DCT38H 38"" Lawn Tractor with Hydrostatic Drive",,5065022450528,yes,no NumaSuite EAN; title score 56.1 < 85.0
17352005,FTDER22V1B,17352005,tfidf+rapidfuzz,57.07,BATTERY -          FITS C25-7 / RAC62PR / RAC6224PR,Feider FTDER22V1B 22v Robotic Lawnmower (Inc. 1 x Battery),,3661602050755,yes,no NumaSuite EAN; title score 57.1 < 85.0
17355007,DAN-71901-924,17355007,tfidf+rapidfuzz,60.46,50mm side deflector- FITS FTDT5096 - FTDT5070,Danarm Side-Discharge Deflector – for 53cm 4-Wheeled & Roller Lawnmowers | 71901-924,,0000000000000,yes,no NumaSuite EAN; title score 60.5 < 85.0
17355023,HY-M3300E,17355023,tfidf+rapidfuzz,82.08,REAR WHEEL SET,Hyundai 1200w/33cm 3-in-1 Electric 4-Wheel Rear-Roller Lawnmower | HYM3300E,,5056275757977,yes,no NumaSuite EAN; title score 82.1 < 85.0
17356049,19158015,17356049,tfidf+rapidfuzz,67.23,BLADE                    [FITS 75BS125/7550M),Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 67.2 < 85.0
17356051,FTDT5096-AC,17356051,tfidf+rapidfuzz,56.97,WHEEL ASSEMBLY 62PR,Feider 5096-AC 4-in-1 Hi-Wheel Self-Propelled Petrol Lawnmower,,3661602027535,yes,no NumaSuite EAN; title score 57.0 < 85.0
1736868,SRD-SRD360,1736868,tfidf+rapidfuzz,58.03,REGENT THROTTLE CHOKE,Simplicity Regent SRD360 Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,,,yes,no NumaSuite EAN; title score 58.0 < 85.0
1758511BMYP,JR-SLT0003,1758511BMYP,tfidf+rapidfuzz,70.93,"BLADE, RH, 38'",BLADE HUB 125463200/0 H 36MM DI 20MM  F72 TC92 TC102 TC122,,3760011422778,yes,no NumaSuite EAN; title score 70.9 < 85.0
1758512BMYP,JR-SLT0003,1758512BMYP,tfidf+rapidfuzz,70.93,"BLADE, LH, 38'",BLADE HUB 125463200/0 H 36MM DI 20MM  F72 TC92 TC102 TC122,,3760011422778,yes,no NumaSuite EAN; title score 70.9 < 85.0
1782,DCBT4F,1782,tfidf+rapidfuzz,53.46,SOLENOID - 4 POLE        (44814801),"TCK 4 in 1 Petrol Multi-Tool  -  Strimmer, Brushcutter,  Hedge Trimmer and Pole Saw DCBT4F",,,yes,no NumaSuite EAN; title score 53.5 < 85.0
18002000,19158015,18002000,tfidf+rapidfuzz,54.84,KEYS    FITS FRT7550M,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 54.8 < 85.0
18002002,ACC-DEFL-84CM,18002002,tfidf+rapidfuzz,44.16,STARTER RELAY,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 44.2 < 85.0
18002010,17338046,18002010,tfidf+rapidfuzz,55.08,STEERING RACK    FITS FRT7550M,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 55.1 < 85.0
18002011,2T2010483/M25,18002011,tfidf+rapidfuzz,48.27,SEAT FRT7550M-1,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 48.3 < 85.0
18087060,19158015,18087060,tfidf+rapidfuzz,79.95,BLADE         [FITS 4000T],Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 80.0 < 85.0
18087066,STIG-PIVOT-WHEELS-130H-SWEEPER,18087066,tfidf+rapidfuzz,72.92,FRONT WHEEL                                 [FITS 4000T],Stiga Titan Front Wheel Kit for RB130H Sweeper (13-7924-11),,,yes,no NumaSuite EAN; title score 72.9 < 85.0
18087071,SIMP-1696073,18087071,tfidf+rapidfuzz,67.57,GRASS BAG   FITS RAC,Simplicity Twin-Bag Collector - Fits Regent XL/SLT110 & SLT175 | 1696073,,,yes,no NumaSuite EAN; title score 67.6 < 85.0
18088047,SIM-1696374,18088047,tfidf+rapidfuzz,97.0,BLADE,Mulch Ninja Blade Kit,,,yes,no NumaSuite EAN
181004121/0,SBS560CHT,181004121/0,tfidf+rapidfuzz,83.1,BLADE - 45CM,"Spectrum SBS560CHT 40V Cordless Hedge Trimmer, 45cm Blade — Bare Tool (Battery & Charger Sold Separately)",,5065022450658,yes,no NumaSuite EAN; title score 83.1 < 85.0
181004144/0,19158015,181004144/0,tfidf+rapidfuzz,69.82,BLADE    FITS SP555R (2014),Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 69.8 < 85.0
181004341/3,JR-LTD0008,181004341/3,tfidf+rapidfuzz,73.43,BLADE 41CM,BLADE 81004115/0 81004116/0 L330MM B18.3 SPACING 45MM,,3760011422488,yes,no NumaSuite EAN; title score 73.4 < 85.0
181004346/3,JR-LTD0010,181004346/3,tfidf+rapidfuzz,94.98,"BLADE   18""""",BLADE 81004346/3 TC92 L460MM BORE 18.5MM TR81004366/2,,3760011422501,yes,no NumaSuite EAN
181004365/3,SIM-1696374,181004365/3,tfidf+rapidfuzz,97.0,BLADE,Mulch Ninja Blade Kit,,,yes,no NumaSuite EAN
181004397/0,TFN042,181004397/0,tfidf+rapidfuzz,61.1,WINGED BLADE R46,Universal Pro Combi Quad Line-Head with Blade for 30-40cc Brushcutters - JR TFN042,,3760011423164,yes,no NumaSuite EAN; title score 61.1 < 85.0
181004415/0,STIG-294568038/ST2,181004415/0,tfidf+rapidfuzz,79.36,"TWINCLIP BLADE - 19"" CUT""",Stiga Twinclip 955 B Self-Propelled Petrol Lawnmower with Blade-Brake Clutch & Honda Engine,,8008984852723,yes,no NumaSuite EAN; title score 79.4 < 85.0
181004417/0,OLY-66-842,181004417/0,tfidf+rapidfuzz,83.21,"53CM 21"" BLADE""",Roughneck 53cm Green-Wood Bow-Saw Blade with Big Raker Teeth | 66-842,,0025997668422,yes,no NumaSuite EAN; title score 83.2 < 85.0
181004459/0,JR-LTD0011,181004459/0,tfidf+rapidfuzz,84.45,BLADE - MULCHING 53CM,MOWER BLADE MULCHING 81004146/0 L476MM BORE 18.3MM SPA 65MM,,3760011422518,yes,no NumaSuite EAN; title score 84.5 < 85.0
18123001,SBSCBC,18123001,tfidf+rapidfuzz,74.16,UK Battery Charger Fits C25-7,Spectrum SBSCBC 40V Standard Battery Charger (0.5A),,5065022450719,yes,no NumaSuite EAN; title score 74.2 < 85.0
18151067,JR-CARB0003,18151067,tfidf+rapidfuzz,63.61,FUEL PIPE KIT    FITS FSTD55,FUEL PIPE INNER DIAMETER 4.5MM OUTER 10MM L30CM (JR-CARB0003),,3760011420576,yes,no NumaSuite EAN; title score 63.6 < 85.0
18187035,19158015,18187035,tfidf+rapidfuzz,56.22,SCREW KIT    FITS FRT7550M,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 56.2 < 85.0
182004340/1,STIG-299900073/0,182004340/1,tfidf+rapidfuzz,58.62,LEFT WINGED BLADE 102CM TC/TCP - 1440H - 1540H,Mountfield/Stiga Mulching-Kit with Blades - for 102cm Tractors | 299900073/0,,8008984524378,yes,no NumaSuite EAN; title score 58.6 < 85.0
182004341/1,SIM-1696374,182004341/1,tfidf+rapidfuzz,55.52,RIGHT WINGED BLADE 102CM TC/TCP - 1440H - 1540H,Mulch Ninja Blade Kit,,,yes,no NumaSuite EAN; title score 55.5 < 85.0
182004346/0,JR-LTD0011,182004346/0,tfidf+rapidfuzz,63.58,LEFT MULCHING BLADE 98CM - 1538H-SD - 1438M,MOWER BLADE MULCHING 81004146/0 L476MM BORE 18.3MM SPA 65MM,,3760011422518,yes,no NumaSuite EAN; title score 63.6 < 85.0
182004358/0,JR-LTD0016,182004358/0,tfidf+rapidfuzz,59.49,RIGHT WINGED BLADE 84CM - 1330M - 1530M,MOWER BLADE TORO 50CM 112-8841-03 FITS 29639 29642 29643,,3760011422556,yes,no NumaSuite EAN; title score 59.5 < 85.0
182004359/0,JR-LTD0016,182004359/0,tfidf+rapidfuzz,59.9,LEFT WINGED BLADE 84CM - 1330M - 1530M,MOWER BLADE TORO 50CM 112-8841-03 FITS 29639 29642 29643,,3760011422556,yes,no NumaSuite EAN; title score 59.9 < 85.0
182004362/0,SIM-1696374,182004362/0,tfidf+rapidfuzz,56.72,RIGHT WINGED BLADE 98CM - 1538H - 1638H TWIN,Mulch Ninja Blade Kit,,,yes,no NumaSuite EAN; title score 56.7 < 85.0
182004363/0,SIM-1696374,182004363/0,tfidf+rapidfuzz,57.29,LEFT WINGED BLADE 98CM - 1538H - 1638H TWIN,Mulch Ninja Blade Kit,,,yes,no NumaSuite EAN; title score 57.3 < 85.0
182180051/0,CC-196-967-678,182180051/0,tfidf+rapidfuzz,84.67,BATTERY CHARGER 12V 200MA,MTD/Lawnflite/Cub Cadet 12v Battery Charger – for Lawn Tractors with Trigger-Charge Function (196-967-678),,4008423835694,yes,no NumaSuite EAN; title score 84.7 < 85.0
182180091/0,MF-182180091/0,182180091/0,tfidf+rapidfuzz,92.32,STIGA/MOUNTFIELD CHARGER,Mountfield/Stiga Battery Charger for Ride-Ons & Tractor Mowers |  1134-9250-01,,7313324007543,yes,no NumaSuite EAN
182180190/1,MF-182180091/0,182180190/1,tfidf+rapidfuzz,98.5,MOUNTFIELD/STIGA BATTERY CHARGER FOR RIDE-ONS & TRACTOR MOWERS,Mountfield/Stiga Battery Charger for Ride-Ons & Tractor Mowers |  1134-9250-01,,7313324007543,yes,no NumaSuite EAN
18236012,STIG-13-3909-11,18236012,tfidf+rapidfuzz,54.74,BELT 13 X 680   FST212,Stiga Manual Rear-Tool Lift Bracket | 13-3909-11,,,yes,no NumaSuite EAN; title score 54.7 < 85.0
18236020,FST212-RTN,18236020,tfidf+rapidfuzz,78.27,SCARIFIER CASSETTE    FST212,Feider FST212 Petrol Lawn Scarifier - RTN,,3661602022424,yes,no NumaSuite EAN; title score 78.3 < 85.0
18240004,JR-AFC0024,18240004,tfidf+rapidfuzz,62.04,BEARING KIT     FITS FST212,SHARPENING KIT,,3760011420279,yes,no NumaSuite EAN; title score 62.0 < 85.0
18250002,HY-M3300E,18250002,tfidf+rapidfuzz,62.44,WHEEL ASSEMBLY 175MM FEIFER/HYUNDAI,Hyundai 1200w/33cm 3-in-1 Electric 4-Wheel Rear-Roller Lawnmower | HYM3300E,,5056275757977,yes,no NumaSuite EAN; title score 62.4 < 85.0
18253014,RAC-6196PRRS,18253014,tfidf+rapidfuzz,70.74,RECOIL   FST212,Racing 6196PRRS Ultra-Compact Side-Discharge Ride-On Mower with Manual Drive (Recoil Start),,3661602044969,yes,no NumaSuite EAN; title score 70.7 < 85.0
